name,id,artists,Cluster_PCA,R,G,B,opacity,noise,R_label,G_label,B_label,opacity_label,noise_label,atmosphere
You,4MrlFk6I8b7o0MhH4kQnc6,Timcee,4,241,150,84,50,0.155659328441183,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Do Over,54N3Bo9JRdOiGKfCBmH7BC,"Carmelo,G Elise",3,133,152,140,51,1.0117856348676897,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
In The Dark,0zIgDVTombyORvUPjPqVFz,"Dexum,Desno",2,144,222,137,51,0.933955970647098,"따뜻한,","활기찬,","청량한,","저명한,",깨끗한,"따뜻한, 활기찬, 청량한, 저명한, 깨끗한"
Somebody New,4wwolgfvaUJZ0CtFuuD8sI,Solven,3,199,49,119,50,2.646208583500111,"강렬한,","차분한,","중립적인,","저명한,",깨끗한,"강렬한, 차분한, 중립적인, 저명한, 깨끗한"
So Cold,2GEj7k7LgfBEjo6TvmzuwD,Solven,4,152,163,167,51,0.466977985323549,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
California,3VmSu5ZzZzh7wRXNd1WqhR,"Keerthin,Kédo Rebelle,Ivan Jamile",3,133,174,195,50,7.004669779853235,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
Shooting Stars,3O8cUTgeU37uII7wZotxLp,Solven,3,199,96,159,51,1.1674449633088726,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
Relive Our Love,24Xu9JmesGCHqCBaMJZlYR,Avaya,1,137,147,213,50,7.004669779853235,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
Forgive You,0b1TVrxm29kNr1kVjopZxJ,Mazro,4,249,157,116,51,0.5448076495441405,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
My Name,1PvPvaPk6IAiQlkOw8I4nE,"mISHØ,SECMOS,MVTT",4,117,180,162,50,1.4787636201912386,"밸런스 있는,","안정적인,","청량한,","저명한,",깨끗한,"밸런스 있는, 안정적인, 청량한, 저명한, 깨끗한"
All Over Again,5ApLpJWCTQSK0RXtY29OAG,"Ben Leuman,Jason Cogua,XiVi",3,89,167,114,50,1.2452746275294642,"밸런스 있는,","안정적인,","중립적인,","저명한,",깨끗한,"밸런스 있는, 안정적인, 중립적인, 저명한, 깨끗한"
Stay Another Night,3re6pFZbhivPsbfaHQseKR,"Keerthin,Modica",3,125,147,148,50,7.082499444073827,"밸런스 있는,","안정적인,","청량한,","저명한,",깨끗한,"밸런스 있는, 안정적인, 청량한, 저명한, 깨끗한"
It's Over,0jODr4XLhZ0503wFpbfqc6,"Oscar Yuan,Joey Busse",1,86,52,128,50,1.867911941294196,"밸런스 있는,","차분한,","청량한,","저명한,",깨끗한,"밸런스 있는, 차분한, 청량한, 저명한, 깨끗한"
Tell You,7A7mr0GVUNqOnRf4KMvWxt,"XanTz,Niffer,Robbie Rosen",4,197,110,33,50,1.945741605514788,"강렬한,","평온한,","무거운,","저명한,",깨끗한,"강렬한, 평온한, 무거운, 저명한, 깨끗한"
Like An 808,4razne5ywCehy20OqinPMW,"Enrey,Kide (IT),George Dala",1,235,29,187,50,2.179230598176562,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
Moving Faster,2jDzkg0ZToBuDMhKW9uqVF,"Blrrdpctrs,Jamie McIntyre",3,92,215,216,50,1.400933955970647,"밸런스 있는,","활기찬,","신비로운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 신비로운, 저명한, 깨끗한"
Kaleidoscope Visions,05uwijyMMX6vKl0yDc96Iv,GoBback,2,130,232,195,50,2.801867911941294,"따뜻한,","활기찬,","신비로운,","저명한,",깨끗한,"따뜻한, 활기찬, 신비로운, 저명한, 깨끗한"
Only You,7J0uIhJRTRpljwCBvGww10,Solven,1,225,100,140,51,2.334889926617745,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
Landing,3TeMjr77Ut72PUqGLNYDOo,"SECMOS,Joan Ember,MVTT",2,23,191,32,50,2.179230598176562,"차가운,","안정적인,","무거운,","저명한,",깨끗한,"차가운, 안정적인, 무거운, 저명한, 깨끗한"
Cosmic Lullaby,5GE5tsTzdxST2rWOtFaIrK,Timcee,3,204,75,116,50,1.945741605514788,"강렬한,","평온한,","중립적인,","저명한,",깨끗한,"강렬한, 평온한, 중립적인, 저명한, 깨끗한"
Gliding,7JnDEezu62ZxI95dtzQRfv,Sam Riley,3,204,84,119,50,7.160329108294419,"강렬한,","평온한,","중립적인,","저명한,",깨끗한,"강렬한, 평온한, 중립적인, 저명한, 깨끗한"
Come Thru,60bk0l5pvPPCb3yWcsJJ8M,"Dead Rose,JeLa,Robbie Rosen",4,195,90,109,50,1.4787636201912386,"강렬한,","평온한,","중립적인,","저명한,",깨끗한,"강렬한, 평온한, 중립적인, 저명한, 깨끗한"
Somewhere in the Middle,5g42EvrnXx7TUKmYVRp2Y3,"George Dala,Lucas Darío",3,177,129,125,50,0.3891483211029575,"따뜻한,","안정적인,","중립적인,","저명한,",깨끗한,"따뜻한, 안정적인, 중립적인, 저명한, 깨끗한"
Found You,1OD2QKFuCgJve2fDjyC3MI,"Dallien,Danny CLLS",3,125,126,137,50,2.257060262397154,"밸런스 있는,","평온한,","청량한,","저명한,",깨끗한,"밸런스 있는, 평온한, 청량한, 저명한, 깨끗한"
When You Look at Me,6HQRLCFXiJLdFfemncaN3W,"Achilles,Andrew A,Justin J. Moore",1,221,166,146,50,7.23815877251501,"강렬한,","안정적인,","청량한,","저명한,",깨끗한,"강렬한, 안정적인, 청량한, 저명한, 깨끗한"
What Do I Do,1YlufJnxxcA1eyzrqPOZqh,Sven and Jeffrey,3,183,79,97,50,2.179230598176562,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
Live a Lie,3mXu4U6W9S5jHrZTIYYdEf,"SwitchBlade,Before 95",1,147,79,172,50,7.393818100956193,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
Only One,7DKLhQXsQ6zjNNzzadMQdF,Sickrate,2,97,196,143,50,7.393818100956193,"밸런스 있는,","활기찬,","청량한,","저명한,",깨끗한,"밸런스 있는, 활기찬, 청량한, 저명한, 깨끗한"
Do What I Do,2b2wvml4dM9OnSjoEWkBqA,Raccunna,1,221,119,211,50,7.471647765176784,"강렬한,","평온한,","신비로운,","저명한,",깨끗한,"강렬한, 평온한, 신비로운, 저명한, 깨끗한"
Impulse,1PqTqAtNJHHHxHaZilgEis,Melvo,1,125,94,207,50,7.549477429397376,"밸런스 있는,","평온한,","신비로운,","저명한,",깨끗한,"밸런스 있는, 평온한, 신비로운, 저명한, 깨끗한"
Collide,5zm1CTFCMqgEdgUUn47GGc,"Vennom,Josiah Nichols,Chloe",3,199,150,143,50,0.3891483211029575,"강렬한,","안정적인,","청량한,","저명한,",깨끗한,"강렬한, 안정적인, 청량한, 저명한, 깨끗한"
Tell Me,3GAbJ2Zai55T95H758KVvc,L.A,1,185,149,187,50,7.938625750500334,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Get Down,4XzERZ3Hk0kck43sjHdQQ0,C1W,1,232,39,203,50,8.016455414720925,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
Give Up On You,07Tzjtmmwm8PRkS6ah6MbH,"Rodsyk,Sam Noton,Solina",4,225,144,93,50,8.016455414720925,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Hold On,5HmO2YHTan8i4lOgOBCj6f,Bo-Bengi,3,133,163,172,50,8.016455414720925,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Don't Know U,4X77F6cMbjqP89BocJfVbb,Boges,3,209,131,170,50,8.094285078941516,"강렬한,","안정적인,","청량한,","저명한,",깨끗한,"강렬한, 안정적인, 청량한, 저명한, 깨끗한"
By My Side,4UOjfYeBrPoKDHF6vfHkij,Style Points,3,195,80,190,50,8.094285078941516,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
Lovesick,48FI96pBrdSQ3EHaL2wcSz,"Autodepth,TAKUMi",3,214,112,167,50,7.705136757838559,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
On My Lips,2IdJtyc98pBHHqrc7sIaBO,Jasted,3,241,58,223,50,8.172114743162108,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
My Heart,4mQnDhIaClHK0hv8HlalWO,"Epicsamu,Made,Jetason",3,175,157,203,50,8.172114743162108,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
Savin All My Love,3RIfWMg4zyIEEXHbqx1mST,Sofnn.,3,164,174,148,51,0.311318656882366,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Worlds Apart,23DCMPZUEvrHWB1Qb0mHPI,"Dead Rose,RINY,Robbie Rosen",4,243,126,185,50,0.6226373137647321,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
Hate It When I Cry,62PpgUHX0SUdysGDVw6m6d,"IAXI,Jakblauz",4,244,157,234,50,0.0778296642205915,"강렬한,","안정적인,","신비로운,","저명한,",깨끗한,"강렬한, 안정적인, 신비로운, 저명한, 깨끗한"
Oh My God,7s5WayTj4oF23QTudG9OZ3,DJ Ghost,4,246,123,159,50,0.0,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
Just Wait,1VGCNdgHVmWKv4TUunL95x,"Ben Leuman,Jules Gabriel,Desno,Gabe Tarlton",4,170,171,140,51,0.7782966422059151,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Feel It,0zQdTcjV7Ky2K27no8d7JE,"Bapti,OANA",3,175,170,137,50,4.12497220369135,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Darkness,3NsEaxDgIkrVgcQyCPHYza,"Wontu,Matt You",4,242,165,82,50,3.0353569046030686,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Me & You,14f9JB3E2ow9P1cMCJrSAp,STEED,1,100,87,167,50,7.78296642205915,"밸런스 있는,","평온한,","청량한,","저명한,",깨끗한,"밸런스 있는, 평온한, 청량한, 저명한, 깨끗한"
Closer,1LZW4pifFfsB7VEXCWDIBF,"Boges,Style Points",3,140,121,130,50,7.78296642205915,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
Money,3yrrVAokErZx7rHkXqbKOT,Spyke,1,243,46,185,50,7.78296642205915,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
Good Times,1YxgvstojKWDtoPPSz3Qaf,"hittrr,NIVE",3,117,133,203,50,7.78296642205915,"밸런스 있는,","안정적인,","신비로운,","저명한,",깨끗한,"밸런스 있는, 안정적인, 신비로운, 저명한, 깨끗한"
Euphoria,1hBpkAv6iiiSAG99GY7YzP,"ROOSTERJAXX,Sam Fox",3,180,152,178,50,7.860796086279742,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Maserati Keep My,2pab4IHbHOG6lDEZatwB9g,Alva Gracia,1,240,94,192,50,7.860796086279742,"강렬한,","평온한,","신비로운,","저명한,",깨끗한,"강렬한, 평온한, 신비로운, 저명한, 깨끗한"
Touch You,3cGQ3dtemW0lGnOvR3HiSy,"Soiree,Taf Athorik",2,79,182,213,50,7.938625750500334,"밸런스 있는,","안정적인,","신비로운,","저명한,",깨끗한,"밸런스 있는, 안정적인, 신비로운, 저명한, 깨끗한"
Beat Back,3Ykak5qA9PoV9iaUesyhBx,Flowchief,4,105,164,162,50,0.466977985323549,"밸런스 있는,","안정적인,","청량한,","저명한,",깨끗한,"밸런스 있는, 안정적인, 청량한, 저명한, 깨끗한"
Lose Your Love,1gyDXWqQtU97oOH79SvmSg,"Keerthin,Andrew A",4,240,119,70,50,8.716922392706248,"강렬한,","평온한,","중립적인,","저명한,",깨끗한,"강렬한, 평온한, 중립적인, 저명한, 깨끗한"
W/U,3NKhH66d5cmXxmEwYSpdYe,"DJ St3v3,Sebastian Mateo",3,248,129,119,50,8.716922392706248,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Little Happiness,12OZlkwTrPxxUuHhkKHfBr,"Sam Ourt,Juan Dileju",3,137,154,182,50,8.716922392706248,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Never Be Alone,3yKBuujkPIVmgkqXlpMGLh,"Holly,Severman,Robin Vane",3,231,54,105,50,8.794752056926841,"강렬한,","차분한,","중립적인,","저명한,",깨끗한,"강렬한, 차분한, 중립적인, 저명한, 깨끗한"
Go Down,28tf0r1WdHTc72CdKLufDy,"Hybrid Noise,AXON :)",4,244,140,97,50,9.26173004225039,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Do Wanna For,40RktwEViX4q3TkRICAjXd,G&M,3,152,189,125,50,9.33955970647098,"따뜻한,","안정적인,","중립적인,","저명한,",깨끗한,"따뜻한, 안정적인, 중립적인, 저명한, 깨끗한"
Reason,5ZGuzUFsdyf0BJhCVEdnRt,OverSky,4,227,143,53,50,9.33955970647098,"강렬한,","안정적인,","무거운,","저명한,",깨끗한,"강렬한, 안정적인, 무거운, 저명한, 깨끗한"
Wake Me Up,57dQ7OzprCr1Fk4TndRgE6,SwitchBlade,3,211,170,84,50,9.33955970647098,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Dem Drums,1eEoUmy2eJJ5tTOKmKdGfg,KVLTURA,1,227,29,170,50,9.417389370691572,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
Coming Undone,3IPx4EEKY0e8Mu5EFmUJpP,"Zesawa,Nik Finn,Amela",3,170,133,90,50,9.495219034912164,"따뜻한,","안정적인,","중립적인,","저명한,",깨끗한,"따뜻한, 안정적인, 중립적인, 저명한, 깨끗한"
Like the Way,5YcqrPkYcfbRGHMcsqSL4R,Little L3GENDS,3,232,75,134,50,9.495219034912164,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
Hit Me,5bpcMsA4ffGwiHKpj7K8Pq,"SameThoughts,STK Project",3,214,133,175,50,9.495219034912164,"강렬한,","안정적인,","청량한,","저명한,",깨끗한,"강렬한, 안정적인, 청량한, 저명한, 깨끗한"
Through the Night,4fyZCKiGRp5mA2bjyCRmxS,"AURAE,ENLIV3N",4,235,181,86,50,9.573048699132755,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Figure It Out,5gf9OpNP0cAzRh0l6gmIqz,"Korzana,Barmuda",3,190,140,172,50,9.573048699132755,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Avis,1jXrQs5H573OapNM3mLrFR,ActiveBlaze,3,236,123,143,50,9.650878363353346,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
Born to Shine,6Vuq90aqVxDKE7i2MgO8ZW,"KVLTURA,Michael Bravo,OMZ",3,242,96,74,50,9.650878363353346,"강렬한,","평온한,","중립적인,","저명한,",깨끗한,"강렬한, 평온한, 중립적인, 저명한, 깨끗한"
Mistakes,6RR8OiIq69Pf7ASJFzljgc,Jack & James,1,152,108,190,50,9.650878363353346,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
Rise,1eCASoRZVtxLO1sv8i6iKv,"Jamwich,REGGAO",2,112,233,40,50,9.72870802757394,"밸런스 있는,","활기찬,","무거운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 무거운, 저명한, 깨끗한"
Get Back,4XVHe3tQQ5lgpoLUYdTBIs,Nck,3,202,157,137,50,9.72870802757394,"강렬한,","안정적인,","청량한,","저명한,",깨끗한,"강렬한, 안정적인, 청량한, 저명한, 깨끗한"
I Wanna Know,6HSThSEcpu0ecrVeZguyX8,Future Leo,1,164,203,219,50,9.88436735601512,"따뜻한,","활기찬,","신비로운,","저명한,",깨끗한,"따뜻한, 활기찬, 신비로운, 저명한, 깨끗한"
Do or Die,3drMkjCPcu7xlJDhRhHNM6,"Alex O'Neill,Robin Vane",3,223,152,146,50,9.88436735601512,"강렬한,","안정적인,","청량한,","저명한,",깨끗한,"강렬한, 안정적인, 청량한, 저명한, 깨끗한"
Dream About You,1hpYcGnSlP2OReBb3MEBfW,"W1NK0,Azzip",3,159,64,185,50,9.962197020235712,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
Runaways,1HUVaLLtVyXEq44rJ2C6II,"Lusistic,Jamwich,Titus1,She Is Jules",4,154,102,146,50,9.962197020235712,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
Groovin' to the Bassline,5GxT6K9UUzvU1JRN9v9HBB,Nightsub,3,223,62,228,50,9.962197020235712,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
Never Say Goodbye,2ybCYdGhWcBc735MT5VOdS,"Georvity,Janet Tung",1,227,51,178,50,10.117856348676897,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
Attention,0v4tALqLj2XiycKFeslLnt,"DNVX,Justin J. Moore",1,211,165,170,50,10.117856348676897,"강렬한,","안정적인,","청량한,","저명한,",깨끗한,"강렬한, 안정적인, 청량한, 저명한, 깨끗한"
One Night,7cfjcUIDNtBeN5ky7wvnWw,"Alva Gracia,Andrew A",3,238,114,234,50,11.36313097620636,"강렬한,","평온한,","신비로운,","저명한,",깨끗한,"강렬한, 평온한, 신비로운, 저명한, 깨끗한"
Move,1BJJbSX6muJVF2AK7uH1x4,"Adam Port,Stryv,Keinemusik,Orso,Malachiii",3,180,46,182,51,0.7782966422059151,"따뜻한,","차분한,","청량한,","저명한,",깨끗한,"따뜻한, 차분한, 청량한, 저명한, 깨끗한"
Favourite Girl (with Rema),2irQkcW7o3v0tZoGZrtUsO,"Darkoo,Rema",1,168,79,37,51,0.088948187680676,"따뜻한,","평온한,","무거운,","저명한,",깨끗한,"따뜻한, 평온한, 무거운, 저명한, 깨끗한"
Somedays,3wo3d0I5H8KjkwGvnz8WbB,"Sonny Fodera,Jazzy,D.O.D",3,180,62,146,51,0.2334889926617745,"따뜻한,","차분한,","청량한,","저명한,",깨끗한,"따뜻한, 차분한, 청량한, 저명한, 깨끗한"
Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,"Shakira,Wyclef Jean",3,172,75,213,51,76.00622637313765,"따뜻한,","평온한,","신비로운,","저명한,",강한 빈티지한,"따뜻한, 평온한, 신비로운, 저명한, 강한 빈티지한"
Sunshine (My Girl),2bI6KAUqXeIXGAEEvup8ri,Wuki,1,185,47,246,51,3.891483211029575,"따뜻한,","차분한,","신비로운,","저명한,",깨끗한,"따뜻한, 차분한, 신비로운, 저명한, 깨끗한"
Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,"David Guetta,Anne-Marie,Coi Leray",4,235,133,100,51,5.537024683122081,"강렬한,","안정적인,","중립적인,","저명한,",깨끗한,"강렬한, 안정적인, 중립적인, 저명한, 깨끗한"
Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,"Lost Frequencies,Tom Odell",2,125,209,242,51,0.311318656882366,"밸런스 있는,","활기찬,","신비로운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 신비로운, 저명한, 깨끗한"
LALA,7ABLbnD53cQK00mhcaOUVG,Myke Towers,1,130,60,170,51,5.692684011563264,"따뜻한,","차분한,","청량한,","저명한,",깨끗한,"따뜻한, 차분한, 청량한, 저명한, 깨끗한"
Columbia,6XbtvPmIpyCbjuT0e8cQtp,Quevedo,4,130,186,143,51,4.514120524794308,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Addicted,5ZUIPLoTLJZrPQh2kFZEUM,"Zerb,The Chainsmokers,Ink",3,164,146,209,51,1.5565932844118302,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
Timber,3cHyrEgdyYRjgJKSOiOtcS,"Pitbull,Kesha",3,246,15,90,51,51.26751167444964,"강렬한,","차분한,","중립적인,","저명한,",빈티지한,"강렬한, 차분한, 중립적인, 저명한, 빈티지한"
"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap,Quevedo",4,190,58,112,51,8.583500111185234,"따뜻한,","차분한,","중립적인,","저명한,",깨끗한,"따뜻한, 차분한, 중립적인, 저명한, 깨끗한"
Whatever,0LMwmV37RCmBO2so0szAFs,"Kygo,Ava Max",1,164,71,88,51,2.334889926617745,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
Lost,3GZD6HmiNUhxXYf8Gch723,Frank Ocean,3,117,75,252,51,49.1438736935735,"밸런스 있는,","평온한,","신비로운,","저명한,",빈티지한,"밸런스 있는, 평온한, 신비로운, 저명한, 빈티지한"
Maneater,4wH4dJgrsxONID6KS2tDQM,Nelly Furtado,1,195,15,223,51,75.62819657549477,"강렬한,","차분한,","신비로운,","저명한,",강한 빈티지한,"강렬한, 차분한, 신비로운, 저명한, 강한 빈티지한"
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",5oYVxFt2k4SkVp6wzVsFWN,"Sevdaliza,Villano Antillano,Tokischa",3,183,77,207,51,1.33422281521014,"따뜻한,","평온한,","신비로운,","저명한,",깨끗한,"따뜻한, 평온한, 신비로운, 저명한, 깨끗한"
Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,"Alok,Ella Eyre,Kenny Dope,Never Dull",1,202,3,156,51,8.794752056926841,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,"Don Omar,Lucenzo",1,195,12,24,51,59.38403380031132,"강렬한,","차분한,","무거운,","저명한,",강한 빈티지한,"강렬한, 차분한, 무거운, 저명한, 강한 빈티지한"
(It Goes Like) Nanana - Edit,23RoR84KodL5HWvUTneQ1w,Peggy Gou,3,227,5,146,51,4.758728040916166,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
Afraid To Feel,40SBS57su9xLiE1WqkXOVr,LF SYSTEM,4,235,31,88,51,9.306204136090727,"강렬한,","차분한,","중립적인,","저명한,",깨끗한,"강렬한, 차분한, 중립적인, 저명한, 깨끗한"
I Adore You (feat. Daecolm),5nPbKG04fhLkIAjcPFaZq7,"HUGEL,Topic,Arash,Daecolm",3,183,118,167,51,0.311318656882366,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,Flo Rida,3,229,39,170,51,49.34400711585501,"강렬한,","차분한,","청량한,","저명한,",빈티지한,"강렬한, 차분한, 청량한, 저명한, 빈티지한"
Walking On A Dream,5r5cp9IpziiIsR6b93vcnQ,Empire Of The Sun,3,157,77,246,51,64.44296197464976,"따뜻한,","평온한,","신비로운,","저명한,",강한 빈티지한,"따뜻한, 평온한, 신비로운, 저명한, 강한 빈티지한"
Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,Rihanna,3,102,68,213,51,77.01801200800534,"밸런스 있는,","평온한,","신비로운,","저명한,",강한 빈티지한,"밸런스 있는, 평온한, 신비로운, 저명한, 강한 빈티지한"
Ferrari,4zN21mbAuaD0WqtmaTZZeP,"James Hype,Miggy Dela Rosa",3,152,27,240,51,9.650878363353346,"따뜻한,","차분한,","신비로운,","저명한,",깨끗한,"따뜻한, 차분한, 신비로운, 저명한, 깨끗한"
Belly Dancer,7fZBQnc0zXwVybgCIrQQil,"Imanbek,BYOR",1,190,102,240,51,10.117856348676897,"따뜻한,","평온한,","신비로운,","저명한,",깨끗한,"따뜻한, 평온한, 신비로운, 저명한, 깨끗한"
Relax My Eyes,5u4hhtZ7f4rWkMZEZcTKrH,"ANOTR,Abel Balder",3,133,20,195,51,7.23815877251501,"따뜻한,","차분한,","신비로운,","저명한,",깨끗한,"따뜻한, 차분한, 신비로운, 저명한, 깨끗한"
Con Calma,5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee,Snow",3,180,56,187,51,22.581721147431622,"따뜻한,","차분한,","청량한,","저명한,",약간의 빈티지한,"따뜻한, 차분한, 청량한, 저명한, 약간의 빈티지한"
Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,"Joel Corry,MNEK",1,218,18,187,51,16.733377807427175,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
For Life (feat. Nile Rodgers),4QfikoJtCEiOj7G5R9m3sP,"Kygo,Zak Abel,Nile Rodgers",4,188,60,84,51,1.3231042917500555,"따뜻한,","차분한,","중립적인,","저명한,",깨끗한,"따뜻한, 차분한, 중립적인, 저명한, 깨끗한"
Waves - Robin Schulz Radio Edit,1HFfMOxCAT4GAwaPfCdmUs,"Mr. Probz,Robin Schulz",3,81,82,236,51,42.728485657104734,"밸런스 있는,","평온한,","신비로운,","저명한,",빈티지한,"밸런스 있는, 평온한, 신비로운, 저명한, 빈티지한"
Return of the Mack,3jDdpx9PMlfMBS5tOBHFm9,Mark Morrison,1,170,44,175,51,100.0,"따뜻한,","차분한,","청량한,","저명한,",매우 빈티지한,"따뜻한, 차분한, 청량한, 저명한, 매우 빈티지한"
Crazy What Love Can Do,1WCEAGGRD066z2Q89ObXTq,"David Guetta,Becky Hill,Ella Henderson",3,157,82,100,51,9.573048699132755,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
